"Ubicazione","Quartiere","Zona","Sottoarea","lat","lon","AttivitÃ_prevalente","Row_Number"
"VIA EMILIA PONENTE, 451/2","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51405562,11.28465215,"",3676
"VIA FARINI, 11/E","Santo Stefano","Galvani","Esercizi di vicinato",44.49138821,11.34533874,"Abbigliamento",3677
"VIA PAOLO CANALI, 8","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.51777419,11.40800291,"Alimentari confezionati",3678
"VICOLO FANTUZZI, 3","Santo Stefano","Irnerio","Esercizi di vicinato",44.49386617,11.34977628,"Piante e fiori",3679
"VIA GUGLIELMO MARCONI, 28/F","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49925846,11.33844002,"Ottica",3680
"VIA SERENA, 1/G","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50811415,11.36033627,"Latte e latticini",3681
"VIA EMILIA LEVANTE, 194/13","Savena","Mazzini","Esercizi di vicinato",44.47795232,11.38963464,"Materiale hardware e software",3682
"GALLERIA FALCONE E BORSELLINO, 4/C","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49277471,11.34075208,"Carta e cancelleria",3683
"VIA DELLA PIETRA, 16/B","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.50964631,11.28551764,"Profumeria",3684
"PIAZZA DELL'OTTO AGOSTO, 6/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.50066065,11.3447827,"Pelletteria",3685
"VIA BELLARIA, 42/D","Savena","Mazzini","Esercizi di vicinato",44.47531404,11.38876941,"Prodotti ortofrutticoli",3686
"VIA AMILCARE PONCHIELLI, 10/A","Savena","S. Ruffillo","Esercizi di vicinato",44.46645741,11.37266138,"Articoli di filatelia e numismatica",3687
"VIA MARCO EMILIO LEPIDO, 201/2","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.52202522,11.26272088,"Gelati confezionati",3688
"VIA FEDERICO VENTURINI, 1/2A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49917297,11.3455771,"Abbigliamento e accessori",3689
"VIA PERSICETANA VECCHIA, 7/3","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.5325302,11.26838811,"Autoveicoli usati",3690
"VIA GIOVANNI AMENDOLA, 2/E","Porto - Saragozza","Marconi","Esercizi di vicinato",44.5029929,11.34013089,"Prodotti da forno",3691
"VIA QUATTRO NOVEMBRE, 18/A","Porto - Saragozza","Malpighi","Edicole",44.49387502,11.34069724,"",3692
"VIA DEL PRATELLO, 81/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49550942,11.33027486,"Bevande vini - olii - birra ed altre",3693
"VIA FONDAZZA, 87/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48749944,11.35361338,"Articoli da regalo",3694
"VIA D'AZEGLIO, 24/B","Santo Stefano","Galvani","Esercizi di vicinato",44.49219683,11.34197642,"Abbigliamento e accessori",3695
"VIA GUGLIELMO OBERDAN, 8/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49503506,11.34552767,"Abbigliamento",3696
"VIA TREVISO, 13/b","Savena","Mazzini","Esercizi di vicinato",44.4688229,11.38745996,"Abbigliamento e accessori",3697
"VIA DELL'INDIPENDENZA, 16/C","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4969181,11.34298626,"Articoli di pelletteria  Borse  Ombrelli",3698
"VIA CASTIGLIONE, 88/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48594852,11.34838003,"Alimentari confezionati",3699
"VIA BELVEDERE, 10/C","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49635814,11.33775611,"Alimentari confezionati",3700
"VIA GIUSEPPE MASSARENTI, 203/A","San Donato - San Vitale","S. Vitale","Phone center/Internet point",44.4931271,11.38533833,"",3701
"VIA DELLA CROCE COPERTA, 4","Navile","Corticella","Esercizi di vicinato",44.53098262,11.35347527,"Ottica",3702
"VIA PIACENZA, 3/G","Savena","Mazzini","Esercizi di vicinato",44.47465639,11.38745445,"prodotti ortofrutticoli",3703
"VIALE GIUSEPPE FANIN, 51","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.51182182,11.4105907,"Accessori per auto olii",3704
"VIA GUGLIELMO MARCONI, 4/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49618167,11.33672461,"",3705
"VIA DELL'ELETTRICISTA, 6/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.50357781,11.40246104,"Accessori per auto olii",3706
"VIA MOLIERE, 2","Navile","Corticella","Esercizi di vicinato",44.54554628,11.35690168,"Bigiotteria",3707
"VIA UGO BASSI, 19/D","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49563185,11.33879139,"Profumeria",3708
"VIA IRNERIO, 19","Santo Stefano","Irnerio","Esercizi di vicinato",44.50007511,11.34837668,"Gastronomia Salumeria",3709
"VIA S.VITALE, 15","Santo Stefano","Irnerio","Ingrosso",44.49437922,11.34928198,"Alimentari confezionati",3710
"VIA ARNO, 11/F","Savena","Mazzini","Esercizi di vicinato",44.47556925,11.38907921,"",3711
"VIA S.STEFANO, 84/E","Santo Stefano","Galvani","Esercizi di vicinato",44.4874465,11.35300284,"Piante e fiori",3712
"VIA GIUSEPPE DAGNINI, 23/B","Santo Stefano","Murri","Esercizi di vicinato",44.47899635,11.36950647,"",3713
"VIA DELLE LAME, 57/G","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49913901,11.33538989,"Alimentari confezionati",3714
"PASSAGGIO GIOVANNI PALATUCCI, 3/A","Savena","Mazzini","Esercizi di vicinato",44.47283579,11.39178334,"Integratori alimentari",3715
"VIA RIZZOLI, 16","Santo Stefano","Irnerio","Medie strutture di vendita",44.49472313,11.34424202,"Materiale hardware e software",3716
"VIA MARCO POLO, 3","Navile","Lame","Medie strutture di vendita",44.51379418,11.32886209,"Alimenti per animali confezionati",3717
"VIA GIOVANNI AMENDOLA, 13","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50475162,11.34136292,"Articoli per arredamento e ornamento della casa",3718
"VIA FRANCESCO ZANARDI, 2/4","Porto - Saragozza","Saffi","Ingrosso",44.502832,11.3315483,"Abbigliamento",3719
"VIA AUGUSTO MURRI, 128/A","Santo Stefano","Murri","Esercizi di vicinato",44.47572981,11.36736519,"",3720
"VIA DE' GESSI, 1/B","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49611917,11.34093715,"Integratori alimentari",3721
"VIA DE' TOSCHI, 2/D","Santo Stefano","Galvani","Esercizi di vicinato",44.49289522,11.34548219,"Abbigliamento",3722
"VIALE FELSINA, 31/A","Savena","Mazzini","Esercizi di vicinato",44.48691478,11.37767404,"",3723
"VIA AUGUSTO RIGHI, 9/D","Santo Stefano","Irnerio","Esercizi di vicinato",44.49884673,11.34488088,"Latte e latticini",3724
"VIA DE' CARRACCI, 15/A","Navile","Bolognina","Esercizi di vicinato",44.50726641,11.34424325,"Oggettistica",3725
"VIA VALDOSSOLA, 33/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49610947,11.31290631,"Piante e fiori",3726
"VIA MASCARELLA, 63/2","Santo Stefano","Irnerio","Esercizi di vicinato",44.50064604,11.35134002,"Bigiotteria",3727
"VIA URBANA, 13","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49023973,11.33929046,"Pane - pasticceria - dolciumi",3728
"VIA ARISTOTILE FIORAVANTI, 46/C","Navile","Bolognina","Phone center/Internet point",44.51383104,11.34182302,"",3729
"VIA DELLE LAME, 113/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50200809,11.33361566,"Integratori alimentari",3730
"VIA DI CORTICELLA, 180","Navile","Bolognina","Esercizi di vicinato",44.52580528,11.34949068,"",3731
"VIA S.FELICE, 61/B","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49728077,11.33305237,"Settore non alimentare",3732
"VIA PORRETTANA, 95/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49152212,11.30530718,"Bevande vini - olii - birra ed altre",3733
"VIA S.DONATO, 74/2","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50414347,11.36817229,"Vernici e colori",3734
"VIA GENUZIO BENTINI, 18/B","Navile","Corticella","Esercizi di vicinato",44.54577231,11.35600053,"Prodotti ortofrutticoli",3735
"VIA FRANCESCO ZANARDI, 4/A","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50322181,11.33261153,"Carne e prodotti a base di carne",3736
"VIA ALTABELLA, 3/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.49547516,11.34300994,"",3737
"VIA RIVA DI RENO, 118/M","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49887285,11.34127722,"",3738
"VIA GHERARDO FORNI, 3/A","Santo Stefano","Murri","Esercizi di vicinato",44.47629015,11.37240832,"",3739
"VIA DI CORTICELLA, 3","Navile","Bolognina","Punti di vendita non esclusivi di quotidiani e/o periodici",44.51251259,11.34720049,"",3740
"GALLERIA DEL RENO, 2/B","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50006448,11.33957576,"Prodotti  estetica e parrucchiere",3741
"VIA FARINI, 4/E","Santo Stefano","Galvani","Esercizi di vicinato",44.49145623,11.34243561,"",3742
"VIA INNOCENZO MALVASIA, 14","Porto - Saragozza","Saffi","Ingrosso",44.50184824,11.3268495,"",3743
"VIA S.VITALE, 58","Santo Stefano","Irnerio","Esercizi di vicinato",44.49425184,11.35223978,"Integratori alimentari",3744
"VIA GIOVANNI ELKAN, 6/F","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.53081808,11.26738711,"Motocicli ciclomotori e pezzi di ricambio",3745
"VIA DOMENICO ZAMPIERI, 1/2B","Navile","Bolognina","Esercizi di vicinato",44.50908086,11.34628728,"Abbigliamento",3746
"VIA S.STEFANO, 112","Santo Stefano","Galvani","Esercizi di vicinato",44.48684089,11.35365346,"Pane - pasticceria - dolciumi",3747
"VIA S.GERVASIO, 4/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49607305,11.33777767,"Carne e prodotti a base di carne",3748
"VIA ANTONIO DI VINCENZO, 12","Navile","Bolognina","Esercizi di vicinato",44.50800723,11.34402401,"Detersivi",3749
"VIA DEL BORGO DI S.PIETRO, 74","Santo Stefano","Irnerio","Esercizi di vicinato",44.50067288,11.34932524,"Articoli idrotermosanitari",3750
"VIA RIZZOLI, 1/2D","Santo Stefano","Galvani","Medie strutture di vendita",44.49444399,11.34422107,"Abbigliamento e accessori",3751
"VIA CAPRARIE, 7/D","Santo Stefano","Galvani","Esercizi di vicinato",44.49370337,11.34617378,"Biancheria per la casa",3752
"VIA GIOVANNI AMENDOLA, 8","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50397322,11.34056265,"Materiale hardware e software",3753
"VIA PELLEGRINO TIBALDI, 23","Navile","Bolognina","Punti di vendita non esclusivi di quotidiani e/o periodici",44.5115854,11.3435107,"",3754
"VIA STENDHAL, 11","Navile","Corticella","Esercizi di vicinato",44.53266254,11.3548846,"Abbigliamento e accessori",3755
"VIA GALLIERA, 63/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50073263,11.34331703,"",3756
"VIA EMILIA LEVANTE, 53/B","Savena","Mazzini","Esercizi di vicinato",44.48154605,11.37957328,"Oggetti preziosi",3757
"VIA FRANCESCO ZANARDI, 83/E","Navile","Lame","Esercizi di vicinato",44.51656766,11.32502557,"",3758
"VIA FERRARESE, 18/E","Navile","Bolognina","Esercizi di vicinato",44.5116894,11.35006107,"Bevande vini - olii - birra ed altre",3759
"VIA VAL D'APOSA, 1/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49261959,11.34033156,"Abbigliamento e accessori",3760
"VIA ALTABELLA, 3/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.49547116,11.34304725,"Mobili",3761
"VIA PELLIZZA DA VOLPEDO, 19/E","Santo Stefano","Murri","Esercizi di vicinato",44.48076736,11.374772,"Gadget",3762
"VIA TOSCANA, 56/F","Savena","S. Ruffillo","Esercizi di vicinato",44.46309914,11.37101224,"",3763
"VIA IRNERIO, 13/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.50032738,11.34734342,"Settore non alimentare",3764
"VIA S.ISAIA, 23/B","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49391649,11.33293333,"Borse scatole album in tessuto",3765
"VIA FILIPPO SCHIASSI, 58/D","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48751793,11.37289697,"Alimentari confezionati",3766
"PIAZZA XX SETTEMBRE, 6","Santo Stefano","Irnerio","Esercizi di vicinato",44.50414038,11.34612025,"",3767
"VIA S.VITALE, 88/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49415034,11.35412649,"Pane - pasticceria - dolciumi",3768
"VIA S.ISAIA, 20/C","Porto - Saragozza","Malpighi","Punti di vendita non esclusivi di quotidiani e/o periodici",44.49364725,11.33362364,"",3769
"VIA STALINGRADO, 83","Navile","Corticella","Esercizi di vicinato",44.52190946,11.3709189,"Abbigliamento e accessori",3770
"VIA S.DONATO, 122/C","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50603787,11.37314498,"",3771
"VIA S.VITALE, 7/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49443731,11.34827523,"Ferramenta",3772
"VIA DELLA CROCE COPERTA, 6/C","Navile","Corticella","Esercizi di vicinato",44.5309137,11.3536202,"Articoli per illuminazione",3773
"GALLERIA VIALARGA, 10","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49773645,11.39078225,"Telefoni cellulari ed accessori",3774
"VIA S.ISAIA, 2/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49319963,11.33558667,"",3775
"VIA VITTORIO VENETO, 28/A","Porto - Saragozza","Saffi","Esercizi di vicinato",44.49778592,11.31948504,"",3776
"VIA S.ISAIA, 43/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.4941835,11.33148929,"Abbigliamento e accessori",3777
"VIA SARDEGNA, 2/2","Savena","Mazzini","Esercizi di vicinato",44.47635557,11.38350207,"Articoli medicali e ortopedici",3778
"VIA TAGLIAPIETRE, 12/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49049584,11.34010293,"Abbigliamento e accessori",3779
"VIA S.FELICE, 61/B","Porto - Saragozza","Marconi","Phone center/Internet point",44.49728077,11.33305237,"",3780
"VIA SARDEGNA, 13/C","Savena","Mazzini","Esercizi di vicinato",44.47548086,11.38391905,"Apparecchi acustici",3781
"VIA BAGNI DI MARIO, 1/A","Santo Stefano","Colli","Esercizi di vicinato",44.48224242,11.33744373,"Alimentari confezionati",3782
"VIA S.STEFANO, 38","Santo Stefano","Galvani","Esercizi di vicinato",44.49025136,11.35016517,"Oggetti d'arte",3783
"VIA IRNERIO, 19/E","Santo Stefano","Irnerio","Esercizi di vicinato",44.50005816,11.34844833,"Prodotti ortofrutticoli",3784
"VIA DE' TOSCHI, 5/E","Santo Stefano","Galvani","Esercizi di vicinato",44.49280213,11.34532956,"Abbigliamento",3785
"VIA ENRICO DE NICOLA, 1","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.50340228,11.27792212,"Pane - pasticceria - dolciumi",3786
"VIA S.MAMOLO, 31","Santo Stefano","Colli","Esercizi di vicinato",44.48481027,11.33927885,"Vernici e colori",3787
"VIA ANTONIO CANOVA, 19","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.4857798,11.40034302,"Oggettistica",3788
"VIA UGO BASSI, 6/I","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.4952187,11.339812,"Gelati  torte  semifreddi",3789
"VIA UGO BASSI, 1/G","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49505329,11.34225053,"Abbigliamento e accessori",3790
"VIA GUGLIELMO MARCONI, 26/F","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49861449,11.33809476,"Casalinghi",3791
"VIA GUGLIELMO MARCONI, 28","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49920719,11.33841646,"Abbigliamento",3792
"VIA GIUSEPPE DAGNINI, 30/F","Santo Stefano","Murri","Esercizi di vicinato",44.48029621,11.36995684,"",3793
"VIA MARCO EMILIO LEPIDO, 231/2","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.52849796,11.24364658,"",3794
"VIA D'AZEGLIO, 75/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.48694309,11.33945572,"",3795
"VIA S.STEFANO, 53/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48917352,11.3509941,"",3796
"VIA DEI LAPIDARI, 8","Navile","Corticella","Esercizi di vicinato",44.53746971,11.35081414,"",3797
"VIA VEZZA, 28/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50170584,11.3602957,"",3798
"VIA GIUSEPPE DOZZA, 5/A","Savena","Mazzini","Esercizi di vicinato",44.47670027,11.39189548,"",3799
"VIA AUGUSTO RIGHI, 19","Santo Stefano","Irnerio","Esercizi di vicinato",44.49857655,11.34610322,"",3800
"VIA UGO BASSI, 23","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4958048,11.33815433,"prodotti ortofrutticoli",3801
"VIA RIZZOLI, 42/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.4943602,11.34640944,"",3802
"VIA FERRARESE, 110","Navile","Bolognina","Esercizi di vicinato",44.51951803,11.35681088,"",3803
"VIA ANTONIO BONDI, 10/B","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48889499,11.3686967,"",3804
"VIA D'AZEGLIO, 15/E","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49250097,11.34188686,"",3805
"VIA DEL FOSSATO, 5/2","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49193896,11.33613485,"",3806
"VIA GUGLIELMO MARCONI, 6","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49642084,11.3368987,"",3807
"VIA VAL D'APOSA, 5/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49225152,11.34018049,"Oggetti d'arte",3808
"VIA UGO BASSI, 23","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4958048,11.33815433,"",3809
"VIA S.FELICE, 10/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49611984,11.33592848,"",3810
"VIA PELLEGRINO TIBALDI, 6/E","Navile","Bolognina","Esercizi di vicinato",44.51083031,11.34601459,"",3811
"VIA DELLE FRAGOLE, 1","Santo Stefano","Murri","Esercizi di vicinato",44.47310139,11.36956356,"",3812
"VIA AUGUSTO MURRI, 150","Santo Stefano","Murri","Esercizi di vicinato",44.47502578,11.36793544,"",3813
"VIA CASTIGLIONE, 49/2","Santo Stefano","Galvani","Esercizi di vicinato",44.48770222,11.34790164,"",3814
"VIA GUGLIELMO MARCONI, 20","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49786898,11.33775754,"",3815
"VIALE ZAGABRIA, 14/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50731617,11.37882451,"",3816
"VIA S.ISAIA, 23/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49390327,11.33299871,"",3817
"VIA UGO BASSI, 23","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4958048,11.33815433,"",3818
"VIA DI CORTICELLA, 51/2","Navile","Bolognina","Esercizi di vicinato",44.51594457,11.34783371,"",3819
"VIA GIUSEPPE MASSARENTI, 27","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49249742,11.36645628,"",3820
"VIA MARESCALCHI, 4/C","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49292524,11.34151912,"",3821
"PIAZZA PORTA RAVEGNANA, 1","Santo Stefano","Irnerio","Medie strutture di vendita",44.49444136,11.34644309,"",3822
"VIA D'AZEGLIO, 15","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49252757,11.34189358,"",3823
"VIA DON GIOVANNI MINZONI, 1/B","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50247369,11.339119,"",3824
"VIA GIUSEPPE DAGNINI, 34/A","Santo Stefano","Murri","Esercizi di vicinato",44.48045643,11.36970823,"",3825
"VIA BATTINDARNO, 139","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49957103,11.29540323,"",3826
"VIA DI CORTICELLA, 184/8","Navile","Corticella","Esercizi di vicinato",44.53226723,11.35346888,"",3827
"VIA ARISTOTILE FIORAVANTI, 119/A","Navile","Bolognina","Esercizi di vicinato",44.51732449,11.34210814,"",3828
"VIA DELLA GRADA, 15/D","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49760344,11.32911712,"",3829
"VIA DELL'INDIPENDENZA, 44/F","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49936228,11.34370737,"",3830
"VIA S.DONATO, 66/13A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.5036446,11.36416013,"",3831
"VIA PELLEGRINO TIBALDI, 8","Navile","Bolognina","Esercizi di vicinato",44.51088252,11.34559915,"",3832
"VIA UGO BASSI, 31","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49590471,11.33745234,"",3833
"VIA D'AZEGLIO, 24/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49224963,11.34199186,"",3834
"VIA D'AZEGLIO, 62","Santo Stefano","Galvani","Esercizi di vicinato",44.48860882,11.34008652,"",3835
"STRADA MAGGIORE, 3/B","Santo Stefano","Galvani","Esercizi di vicinato",44.49392084,11.34694,"Articoli da regalo",3836
"VIA GIUSEPPE BENTIVOGLI, 81/D","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49592221,11.36447657,"Cartoleria",3837
"VIA S.FELICE, 63","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49733764,11.33289041,"",3838
"VIA BENEDETTO MARCELLO, 10/B","Savena","S. Ruffillo","Esercizi di vicinato",44.46796697,11.37629976,"",3839
